ResponseId,7040_1,7040_2,7040_3,10020_1,10020_2,10020_3,5550_1,5550_2,5550_3,9010_1,9010_2,9010_3,State,Gender,D2_2_TEXT,Education,Race,D4_8_TEXT,Community,D5_4_TEXT,Age,Political Affiliation,D7_5_TEXT
R_3F5vp5uhGuevtW6,,,,,,,,,,7,4,8,texas,Male,,Some college but no degree,White,,Suburban community,,35,Republican Party,
R_2YidHGehCLpl8Nc,,,,7.7,1.8,7.1,,,,,,,Illinois,Male,,Graduate degree,Asian,,Suburban community,,29,Independent,
R_1LAv4DWCTS59abe,,,,,,,1,8,8.9,,,,Missouri,Female,,Associate degree,White,,City or urban community,,42,Republican Party,
R_2zuSqfqfhBF4Xap,,,,,,,,,,3.6,8.8,6.8,MO,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,31,Independent,
R_2txHqSlxa3KHsX6,,,,,,,,,,7,8.3,3.1,Ga,Female,,Bachelor degree,Black or African-American,,Suburban community,,40,Democratic party,
R_1q3cTZO0dEdL7oP,1,5.1,3,,,,,,,,,,Pennsylvania,Female,,Associate degree,White,,Suburban community,,61,Democratic party,
R_2fe5S37abm72kYZ,,,,1.2,4,5.5,,,,,,,illinois,Male,,Bachelor degree,White,,Rural community,,39,Independent,
R_2ARwkHXWfj1bWLH,4,6,6.5,,,,,,,,,,Alabama,Male,,Bachelor degree,White,,Suburban community,,29,Independent,
R_1rMpNczaUapNpqd,,,,,,,,,,1,7.3,3.5,Oregon,Female,,Some college but no degree,"White,Black or African-American",,City or urban community,,40,Democratic party,
R_3NNV6Sy6ZWnLL4Q,,,,6.1,9,6.5,,,,,,,Tn,Male,,Some college but no degree,White,,City or urban community,,25,Democratic party,
R_Ulj44W0iw0mVvKF,,,,,,,,,,1.9,9,1.3,NC,Male,,Bachelor degree,Asian,,Suburban community,,38,Democratic party,
R_2qxTHG6wLtmZ5rC,,,,,,,2.5,4.5,8,,,,California,Female,,Some college but no degree,White,,Suburban community,,53,Democratic party,
R_3k7BmEXoLpt1Qy1,5.3,4.8,5.4,,,,,,,,,,MI,Male,,"High school degree or equivalent (e.g., GED)",Black or African-American,,Suburban community,,25,Democratic party,
R_3yi24XrGqdY6WRP,,,,,,,,,,3,6,5.5,MS,Female,,Bachelor degree,White,,Suburban community,,29,Democratic party,
R_3QLSSosrVMyuWLO,,,,5.1,5.1,5.1,,,,,,,Michigan,Female,,Associate degree,White,,Suburban community,,21,Republican Party,
R_XBo84lCaMlBhh85,,,,,,,1,9,2.2,,,,california,Female,,Bachelor degree,Asian,,Suburban community,,54,Republican Party,
R_1oeggBemr1Z2qLp,,,,,,,,,,9,9,9,Washington,Female,,Associate degree,White,,Suburban community,,39,Republican Party,
R_PwbUglBKjYY3GV3,,,,1,9,6,,,,,,,,Female,,Associate degree,"White,Asian",,Suburban community,,27,Democratic party,
R_1f13DOxIgw6tEDs,3,6,9,,,,,,,,,,Texas,Female,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,42,Democratic party,
R_2SGoxIBom5bwFuS,,,,,,,1,9,8.7,,,,,Female,,Bachelor degree,,,Suburban community,,32,Republican Party,
R_3oBetaEkAhlqKpB,,,,3,9,8,,,,,,,CA,Female,,Bachelor degree,Asian-American,,Suburban community,,48,Democratic party,
R_2AHHr1FOmEPvg80,1,5,9,,,,,,,,,,Kansas,Male,,Bachelor degree,Asian,,City or urban community,,23,Democratic party,
R_1OHyaH1TIzgeNbB,,,,,,,,,,6.2,6.2,4.4,tx,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,41,Democratic party,
R_290NcGDDF7bri2O,,,,,,,1,9,5,,,,Nevada,Male,,Some college but no degree,Asian,,City or urban community,,22,Democratic party,
R_3GkRtaFFHajNYSQ,4,6,8,,,,,,,,,,New York,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,37,Independent,
R_22wQgVsQ4g19NXP,,,,9,4.8,9,,,,,,,texas,Female,,Some college but no degree,White,,Suburban community,,32,Independent,
R_1GOm0HhJkdWgSAe,,,,,,,1.6,6.8,8,,,,TX,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,31,Democratic party,
R_XFGDbRSc4wXBWJb,,,,7.9,3,6.1,,,,,,,California,Male,,Bachelor degree,"Spanish, Hispanic, or Latino,White",,Suburban community,,36,Independent,
R_3QJjsp2qjkwmOHm,1,9,1,,,,,,,,,,Pennsylvania,Female,,Associate degree,White,,Suburban community,,22,Democratic party,
R_33qjKE5QZKNYrgC,,,,,,,,,,2.9,9,4.6,Colorado,Female,,Some college but no degree,White,,City or urban community,,37,Democratic party,
R_24la9VOnO9frPsH,,,,,,,,,,1.9,4.1,9,Oklahoma,Female,,Bachelor degree,Asian,,City or urban community,,24,Democratic party,
R_28Cb53z7xgy45X4,,,,,,,7.5,6,6,,,,Georgia,Male,,Bachelor degree,White,,Suburban community,,23,Republican Party,
R_1eOVhWpIzm4uydI,,,,,,,1.1,4.5,8.5,,,,CA,Male,,Graduate degree,White,,Suburban community,,38,Libertarian Party,
R_3lzXVsKKmyWw1oQ,,,,9,9,9,,,,,,,California,Female,,Some college but no degree,White,,Suburban community,,59,Libertarian Party,
R_Wd3KBkjb4aXaNwZ,1,9,5,,,,,,,,,,connecticut,Male,,Associate degree,White,,Suburban community,,41,Republican Party,
R_8udyXkNJDoIGnhT,8.5,1,7,,,,,,,,,,Florida,Male,,Bachelor degree,White,,Suburban community,,33,Republican Party,
R_20VBBLQ8YjPV4bm,,,,,,,,,,4,6.1,4.1,MN,Female,,Bachelor degree,White,,Suburban community,,23,Republican Party,
R_AcITageyGFhdeFP,,,,3.2,8.5,4.3,,,,,,,PA,Female,,Some college but no degree,White,,Suburban community,,20,Democratic party,
R_1DMVrwCha3ViSQX,,,,,,,,,,4.2,4,7,arizona,Female,,Bachelor degree,White,,Suburban community,,32,Democratic party,
R_3JCKKAgzDV80PFr,,,,6,4,7,,,,,,,South Carolina,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,33,Democratic party,
R_Os902qtsIDo2DOp,9,9,9,,,,,,,,,,California,Male,,Bachelor degree,Black or African-American,,Suburban community,,29,Republican Party,
R_2Pq9gVp7wgUmYHd,2.2,6.7,6.2,,,,,,,,,,Connecticut,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,21,Democratic party,
R_2uxDK6sUc9ZmfCC,,,,,,,8.8,8.8,8.9,,,,USA,Male,,Bachelor degree,Black or African-American,,City or urban community,,30,Republican Party,
R_2wpBzyILq9Q9GLn,,,,,,,2,6.3,9,,,,California,Female,,Bachelor degree,"Spanish, Hispanic, or Latino,American Indian or Alaskan Native",,Suburban community,,55,Independent,
R_1hMdbiYmGPMHaKv,,,,7,1,9,,,,,,,New Jersey,Male,,Some college but no degree,White,,Suburban community,,41,Independent,
R_TwpnqGl6AMtZHQR,,,,,,,,,,1.7,9,2.9,Illinois,Female,,Some college but no degree,"Spanish, Hispanic, or Latino,White",,Rural community,,34,Democratic party,
R_1QB0ioI6dHNnC1B,,,,,,,9,9,9,,,,FL,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,34,Other (please specify):,anarcho-capitalist
R_1dGJ9j6Fjaj2NNT,,,,1.9,8.2,1,,,,,,,MD,Male,,Bachelor degree,Black or African-American,,City or urban community,,22,Democratic party,
R_tQGfFd7Jy6toHCN,,,,,,,3.5,6.5,9,,,,MI,Female,,Associate degree,White,,Suburban community,,25,Independent,
R_1HySTW1r1sCcWSB,7.9,5,8.5,,,,,,,,,,Illinois,Male,,"High school degree or equivalent (e.g., GED)",White,,"City or urban community,Suburban community",,30,Democratic party,
R_O3jaIsVjZalfAad,,,,,,,1.6,3.3,8.1,,,,alaska,Female,,Bachelor degree,White,,Suburban community,,24,Democratic party,
R_3rMMzrSNAqQpQUY,,,,,,,,,,1,9,6.5,Missouri,Male,,Bachelor degree,Black or African-American,,Suburban community,,44,Independent,
R_31XFukNrpBdGsQv,,,,,,,,,,7.5,3,9,Alabama,Female,,Associate degree,White,,Rural community,,26,Democratic party,
R_3HTvfgOnX24yiHv,,,,6.1,5.7,3.3,,,,,,,CALIFORNIA,Female,,"High school degree or equivalent (e.g., GED)",Asian,,City or urban community,,22,Independent,
R_1JJgjluMaHO8keQ,,,,7.8,5.3,7.6,,,,,,,AZ,Female,,Some college but no degree,White,,City or urban community,,22,Democratic party,
R_DLRr6jeSWWUWnS1,,,,,,,,,,2.9,7.2,2.9,California,Female,,Bachelor degree,Asian,,City or urban community,,50,Democratic party,
R_1Imepnc7WEDaTkJ,,,,,,,,,,9,5,9,Michigan,Female,,Bachelor degree,"White,American Indian or Alaskan Native",,City or urban community,,47,Other (please specify):,Jeffersonian Republican
R_A7lbziDkQ4OMnVn,2.8,3.9,9,,,,,,,,,,Virginia,Male,,Associate degree,American Indian or Alaskan Native,,Suburban community,,63,Independent,
R_2ebugIZVCrdUFLX,,,,,,,2,7.5,7,,,,NC,Male,,Bachelor degree,Asian,,Suburban community,,26,Independent,
R_URBE3KK221YUteF,,,,1,7.2,7.4,,,,,,,Oregon,Female,,Associate degree,White,,Rural community,,49,Green Party,
R_2sU6EY0Av6cVdEc,,,,,,,2,9,9,,,,New york,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,34,Democratic party,
R_1gpSxTjk6Pi0bAf,8,1,1,,,,,,,,,,NY,Female,,Bachelor degree,White,,Rural community,,46,Independent,
R_3phiAyLoAnuwMgv,6.6,6.1,6.2,,,,,,,,,,california,Female,,Some college but no degree,White,,Suburban community,,29,Democratic party,
R_1n9BJTVHboVAFUd,,,,,,,,,,9,2.5,9,MASS,Male,,Some college but no degree,White,,Suburban community,,35,Green Party,
R_3PGB9qSpvejRIhH,,,,,,,1,5.2,4.8,,,,NY,Female,,Bachelor degree,White,,City or urban community,,53,Democratic party,
R_2tbsza2X71VhxSN,,,,1,9,1,,,,,,,New Jersey,Male,,Some college but no degree,White,,Suburban community,,18,"Libertarian Party,Independent",
R_10NKl49IZ1txlnP,,,,,,,2,9,5,,,,Florida,Female,,Bachelor degree,Black or African-American,,City or urban community,,36,Democratic party,
R_8iihnXwdqNWehFv,,,,,,,,,,1,9,2.3,Texas,Male,,Associate degree,Black or African-American,,Rural community,,37,Independent,
R_1GPTbLqgimBZqDg,4,4.1,9,,,,,,,,,,california,Female,,Graduate degree,White,,Suburban community,,25,Republican Party,
R_6sCkyGaoXzQshi1,,,,1,6,6,,,,,,,Texas,Male,,Associate degree,White,,Suburban community,,38,Independent,
R_2eaj6GFq42hDhAz,2.3,9,6.4,,,,,,,,,,Maryland,Female,,Some college but no degree,White,,Suburban community,,38,Democratic party,
R_1Nfwk0RLrPQmnnn,,,,,,,,,,8.4,1.1,1,Texas,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,25,"Republican Party,Libertarian Party",
R_RE79kw1Bh1z9Chz,,,,1,7.7,9,,,,,,,Oregon,Female,,Associate degree,Asian,,City or urban community,,23,Democratic party,
R_U9qihDyuWkgXl7P,,,,,,,7,2,3,,,,Illinois,Male,,Bachelor degree,White,,Rural community,,39,Independent,
R_27OuOlPEkB8gVPp,,,,8.3,7.7,7.9,,,,,,,GEORGE,Male,,Graduate degree,White,,City or urban community,,30,Democratic party,
R_1myLbrGzikhGY8j,,,,,,,,,,5.5,7.7,4.8,oregon,Male,,Associate degree,White,,Suburban community,,62,Democratic party,
R_cBhliMi0AqyTeJr,,,,,,,1,9,8.1,,,,Texas,Male,,Bachelor degree,White,,City or urban community,,37,Democratic party,
R_1H7shHYimkDtRdA,1.8,1.8,7.9,,,,,,,,,,NE,Male,,Graduate degree,White,,Suburban community,,39,Republican Party,
R_21EsOnXsTq5Im9s,3.8,4.8,8,,,,,,,,,,California,Male,,Bachelor degree,White,,Suburban community,,26,Democratic party,
R_zZMkJ2s9tgeOO6l,,,,,,,,,,8.5,3,7,Arizona,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,50,Democratic party,
R_2upphUizgR6Lx8E,,,,9,1,1,,,,,,,wisconsin,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,50,Independent,
R_1FDJvbOxB5oZpSj,,,,5.7,4.1,6.7,,,,,,,North Carolina,Female,,Associate degree,White,,Suburban community,,28,Democratic party,
R_3lMpGBxc24zcoXZ,1.9,3.1,8.7,,,,,,,,,,GA,Female,,Bachelor degree,Other (please specify):,Mixed Race,Suburban community,,23,Democratic party,
R_vIXVvzmSQN50c8h,,,,,,,1,1.9,9,,,,North Dakota,Female,,Some college but no degree,White,,City or urban community,,47,Independent,
R_3F23O5RYklaEmlK,,,,,,,3,4.5,5.1,,,,alabama,Female,,Associate degree,White,,Suburban community,,23,Republican Party,
R_2azztyf4pQ7TY9N,,,,,,,,,,6.4,8,7.9,MISSOURI,Female,,Bachelor degree,White,,Suburban community,,30,Independent,
R_1liTyDYTTNOgDIL,2,8.8,4,,,,,,,,,,illinois,Male,,Bachelor degree,White,,Suburban community,,34,Independent,
R_2dMRCapz0evbDnw,,,,1.5,7.5,4.1,,,,,,,new york,Female,,Some college but no degree,Black or African-American,,City or urban community,,40,Democratic party,
R_122Yguhxnll1qWg,,,,,,,1.5,8,8.5,,,,Ohio,Female,,Bachelor degree,White,,Suburban community,,27,Independent,
R_3342yAzBNBODFk1,,,,,,,,,,3.2,3.9,8.2,IN,Male,,Some college but no degree,Asian,,Suburban community,,54,Democratic party,
R_1GOXETI9hdcatyx,,,,,,,4,5,4.5,,,,Florida,Male,,Some college but no degree,White,,Suburban community,,34,Democratic party,
R_3GD1DDZOc2q9r0X,,,,3.4,9,6.7,,,,,,,Oklahoma,Male,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,32,Republican Party,
R_31XDk5ysxzrMWNr,2,7,9,,,,,,,,,,Georgia,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,47,Republican Party,
R_1i9IcuJKpis81P2,,,,6,4.5,3,,,,,,,Texas,Female,,Associate degree,White,,Suburban community,,22,Independent,
R_2BfdJjY7BNf0hlU,,,,,,,,,,7,7.4,6.9,us,Male,,Bachelor degree,White,,City or urban community,,30,Democratic party,
R_3sdKvWNI5xzqdga,,,,,,,3.9,4.9,9,,,,WA,Female,,Bachelor degree,Asian-American,,City or urban community,,22,Democratic party,
R_2ebw0wNmP7hONWA,1,8.5,9,,,,,,,,,,California,Male,,Graduate degree,"Spanish, Hispanic, or Latino",,Suburban community,,31,Democratic party,
R_sS9aUQ27Q0cjMkx,,,,,,,1,9,8.1,,,,New York,Male,,Some college but no degree,Black or African-American,,City or urban community,,21,Democratic party,
R_T6OvcOdsDu9Zzpv,,,,1,7,3.5,,,,,,,Maryland,Male,,Some college but no degree,"White,Black or African-American",,Suburban community,,49,Democratic party,
R_3P7eU4Dy3CnBsHF,1,9,5.1,,,,,,,,,,missouri,Female,,Some college but no degree,Black or African-American,,Suburban community,,32,Democratic party,
R_sFpUKCw1L959Kal,,,,,,,6.1,5.1,7,,,,MD,Female,,Bachelor degree,White,,Suburban community,,25,Independent,
R_2zl2noKE96t2ZeD,,,,1,9,1,,,,,,,florida,Male,,Some college but no degree,Other (please specify):,,City or urban community,,39,Independent,
R_2l6wq3sj7nFL8jL,,,,,,,,,,9,5.1,9,TX,Female,,Bachelor degree,"Spanish, Hispanic, or Latino,White",,Suburban community,,27,Green Party,
R_RXP7ZrVNNorijpD,,,,,,,,,,1.3,4.7,4.8,indiana,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,35,Democratic party,
R_4UBOqoaw7K1NtI1,5,9,5,,,,,,,,,,florida,Female,,Some college but no degree,Black or African-American,,City or urban community,,50,Democratic party,
R_3qaML9UMLz79QNu,2.1,9,3.4,,,,,,,,,,florida,Female,,Bachelor degree,Asian,,City or urban community,,40,Republican Party,
R_2aW8MUD76DD4BXu,,,,,,,,,,1.9,7.7,2.9,new hampshire,Male,,Bachelor degree,"Spanish, Hispanic, or Latino,White",,Rural community,,31,Democratic party,
R_2CJJW1VwzWjrRL4,,,,,,,3.7,7.8,7.4,,,,South Carolina,Female,,Graduate degree,White,,Rural community,,33,Green Party,
R_2DLEqBbjYGfVcjW,,,,6,4,8,,,,,,,Michigan,Male,,Graduate degree,White,,"Suburban community,Rural community",,40,Democratic party,
R_Ut0neRUJwBqmTrH,,,,7,5,5,,,,,,,North Carolina,Female,,Some college but no degree,Black or African-American,,Rural community,,29,"Democratic party,Independent",
R_27vzaljEzYJn74p,,,,9,3,4,,,,,,,Maryland,Female,,Bachelor degree,Black or African-American,,Suburban community,,46,Democratic party,
R_1oA6o9SOjWohK4z,,,,,,,4.7,6.9,9,,,,IN,Female,,Graduate degree,White,,Suburban community,,34,Democratic party,
R_2ckoTBjKz1CMnQy,1,9,8.3,,,,,,,,,,ILLINOIS,Male,,Some college but no degree,Black or African-American,,City or urban community,,51,Independent,
R_3GBwfoIMVRMF2r7,,,,,,,,,,5,3.7,1,michigan,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,40,"Other (please specify):,Independent",middle of road
R_3Nw8a9dNS1fSZdO,,,,,,,1,7.9,8.8,,,,California,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,White,Independent,
R_334mQBSufCkglcC,,,,,,,,,,1,9,9,Tennessee,Male,,Some college but no degree,"White,Black or African-American",,Rural community,,44,Democratic party,
R_2Ua2KE588nLFYUs,1,8,3.5,,,,,,,,,,California,Female,,Bachelor degree,Asian-American,,City or urban community,,23,Democratic party,
R_25vaXYxkvmzT5ZP,,,,8.6,3.5,7.8,,,,,,,Washington,Female,,Associate degree,White,,Suburban community,,29,Libertarian Party,
R_1OOUzM14Lsuc6sU,,,,,,,5.1,5.1,6,,,,PA,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,22,Republican Party,
R_3fpDn7VvPzuT8zS,3.1,3.1,6.5,,,,,,,,,,NC,Female,,Graduate degree,White,,City or urban community,,52,Republican Party,
R_2CPnZu6SGWqijQf,,,,,,,,,,8,2,1.9,Nevada,Female,,Bachelor degree,White,,Rural community,,54,Republican Party,
R_3QJJWgKnNecW7SH,,,,,,,,,,1,5.1,5.9,pa,Female,,Associate degree,White,,Suburban community,,53,Democratic party,
R_3g6nTAXT1VdtLym,4,7.1,9,,,,,,,,,,Michigan,Female,,Bachelor degree,White,,Suburban community,,28,Republican Party,
R_W7kQRvGl6k79qhP,,,,9,1,9,,,,,,,MN,Female,,Bachelor degree,White,,Suburban community,,30,Democratic party,
R_1dphUwAUjSpDUFl,,,,,,,4.5,5,5.5,,,,texas,Male,,Graduate degree,"White,Asian",,Suburban community,,52,Independent,
R_27Hw5hTai2XNlJ4,,,,5.1,9,5.1,,,,,,,Pa,Female,,Some college but no degree,White,,Rural community,,65,Republican Party,
R_12iiBVhQM9TuT6n,,,,,,,1.6,9,4.4,,,,Ohio,Male,,Bachelor degree,White,,Suburban community,,32,Republican Party,
R_1FFLSAWavkDRtTi,,,,,,,,,,8.3,5.1,9,ny,Female,,Bachelor degree,White,,Suburban community,,37,Democratic party,
R_2v6BJGJPwqvU0X5,5.1,4.7,4.5,,,,,,,,,,alabama,Male,,Bachelor degree,White,,Suburban community,,26,Libertarian Party,
R_28ZiSZ4at8N2zOh,,,,,,,,,,5.9,7.1,7.4,TEXAS,Female,,Bachelor degree,Asian-American,,City or urban community,,46,Democratic party,
R_3enbGpbb4od5H4Z,,,,9,7,9,,,,,,,WV,Female,,Some college but no degree,White,,Rural community,,52,Democratic party,
R_2czIKfmBeIYZiIJ,4,4,8,,,,,,,,,,north carolina,Male,,Bachelor degree,White,,Suburban community,,66,Republican Party,
R_DLVJ4QvfgPe4FR7,,,,,,,3,6,9,,,,maryland,Male,,Some college but no degree,White,,Suburban community,,39,Republican Party,
R_Wvbuh9bDw44yS5z,,,,,,,,,,7,2.8,9,Pennsylvania,Male,,Bachelor degree,White,,Suburban community,,27,Republican Party,
R_3jTFpmEmTcxafiD,,,,,,,9,4,9,,,,Texas,Male,,Bachelor degree,White,,Suburban community,,40,Independent,
R_ULpkYy2OAf9m3dL,2.9,7,6,,,,,,,,,,North Carolina,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,63,Democratic party,
R_BJsPeTSKOnAklbz,,,,2.4,9,1.9,,,,,,,New Jersey,Female,,Some college but no degree,White,,Suburban community,,37,Republican Party,
R_28Y6gNf4a7XFQjj,,,,,,,,,,2.9,5,7,Florida,Male,,Some college but no degree,White,,Suburban community,,54,Republican Party,
R_3DpzNFUc9d0Dyog,1.2,9,5.9,,,,,,,,,,NJ,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,51,Independent,
R_3m9mDBEab9881Wp,,,,,,,1,9,7.2,,,,Iowa,Male,,Bachelor degree,Asian,,Suburban community,,31,Democratic party,
,225,225,225,225,225,225,227,227,227,223,223,223,,,,,,,,,,,
