ResponseId,7040_1,7040_2,7040_3,10020_1,10020_2,10020_3,5550_1,5550_2,5550_3,9010_1,9010_2,9010_3,State,Gender,D2_2_TEXT,Education,Race,D4_8_TEXT,Community,D5_4_TEXT,D6,D7,D7_5_TEXT
R_3oFvqvMCV9KhjUV,,,,5.5,3.1,8,,,,,,,Kansas,Female,,Bachelor degree,White,,Suburban community,,62,Democratic party,
R_21ypZo7DUurUCsi,,,,,,,1.8,6,7.1,,,,Texas,Male,,Some college but no degree,White,,City or urban community,,22,Libertarian Party,
R_1f1SYbehlWmModI,,,,,,,,,,3.5,7.1,2.5,New York,Female,,Bachelor degree,White,,Suburban community,,32,Democratic party,
R_3noNi1wTr0XiSgY,,,,,,,,,,7.6,4.6,9,Florida,Female,,Bachelor degree,"White,Black or African-American",,City or urban community,,27,Democratic party,
R_1GD0l2SieAGa1lz,4.6,4,6,,,,,,,,,,Texas,Female,,Some college but no degree,White,,City or urban community,,48,Independent,
R_1ieoYurtfCmm2Ay,,,,,,,1,9,6.8,,,,,,,Graduate degree,"White,Asian",,Suburban community,,40,Democratic party,
R_20SrAdm9zf8BZ4j,9,9,2,,,,,,,,,,Missouri,Female,,Bachelor degree,Black or African-American,,City or urban community,,31,Independent,
R_3saFVTN9Fn4NCPR,,,,8,8,8,,,,,,,NY,Male,,Associate degree,White,,Suburban community,,34,"Democratic party,Other (please specify):",Registered dem but vote for policy
R_114nkOwhjGful34,,,,,,,1,9,4,,,,Texas,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,34,Republican Party,
R_AHcWbu4NzoJO4o1,,,,,,,,,,7,4,6,CA,Female,,Some college but no degree,White,,City or urban community,,20,Independent,
R_2b414nl1LuqaCFb,4,1,9,,,,,,,,,,Oklahoma,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,33,Other (please specify):,none
R_1CHLtP2Yuw9C8y7,,,,9,1,9,,,,,,,California,Male,,Some college but no degree,Black or African-American,,Suburban community,,49,Independent,
R_215MRtN131ilxkK,,,,,,,9,4.3,7.3,,,,Michigan,Female,,Some college but no degree,White,,Suburban community,,19,Republican Party,
R_28AP0lNnYSYMvg8,,,,,,,,,,5,7,8,Kansas,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,35,Democratic party,
R_RIXgrVaZ3A7T9UR,,,,1.9,8.5,2.8,,,,,,,New York,Female,,Bachelor degree,White,,Rural community,,36,Democratic party,
R_1rqTRBXtb6DFEcr,,,,,,,9,9,9,,,,illinois,Male,,Graduate degree,White,,Suburban community,,68,Independent,
R_1jkMt4zfL576gnd,2,8.6,2.1,,,,,,,,,,MA,Female,,Graduate degree,Asian,,Suburban community,,43,Independent,
R_2wac8CiMdNOiP35,5,1,9,,,,,,,,,,New Mexico,Female,,Bachelor degree,White,,City or urban community,,42,Democratic party,
R_3stPnonG29ywhua,,,,,,,,,,1,1,9,Illinois,Female,,Some college but no degree,White,,Suburban community,,23,Republican Party,
R_2By7e2KCN74lNS8,,,,1,9,2,,,,,,,Iowa,Female,,Some college but no degree,White,,Rural community,,57,Independent,
R_2YV7KfssPbmwOk4,6.9,8.2,9,,,,,,,,,,Virginia,Female,,Bachelor degree,White,,Suburban community,,36,Democratic party,
R_1Qu67f7E9NPnSOX,,,,2.5,4,7.6,,,,,,,Colorado,Male,,Less than high school degree,White,,Rural community,,28,Independent,
R_1P5YulfvR2JjdxE,,,,,,,,,,1,9,4,Washington,Female,,Bachelor degree,White,,Suburban community,,43,Other (please specify):,Unsure
R_1mx9FOCw8YBerbU,,,,,,,9,9,9,,,,California,Male,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,City or urban community,,30,Independent,
R_xxfmFtdYIUJRsAh,,,,,,,6.6,3.3,9,,,,Nebraska,Female,,Some college but no degree,White,,City or urban community,,28,Independent,
R_2AKozJucdEQG1aU,,,,,,,,,,9,9,4.1,Texas,Male,,Associate degree,White,,Suburban community,,26,Independent,
R_1GV0BEhMKRRyskt,,,,8,2,9,,,,,,,oklahoma,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,27,Other (please specify):,none
R_1PXnHyuzc4WhPHD,2.5,1,4.8,,,,,,,,,,New Hampshire,Female,,Some college but no degree,White,,City or urban community,,58,Independent,
R_2nRTsVcD2TKRBa9,,,,6,2.4,6.9,,,,,,,FL,Female,,Bachelor degree,White,,Rural community,,23,Democratic party,
R_zUARu4QseqZRxeh,,,,,,,7,6,9,,,,AR,Male,,Graduate degree,White,,Rural community,,35,Democratic party,
R_116oW3EM98gs8nx,,,,,,,8,9,1,,,,TX,Male,,Bachelor degree,Black or African-American,,Suburban community,,38,Republican Party,
R_25u1uG3DcoAWDAE,,,,,,,,,,6.2,7,6,tennessee,Male,,Some college but no degree,White,,Rural community,,39,Independent,
R_qOsXbyxYI4uh16h,1.1,9,3.9,,,,,,,,,,Michigan,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,39,Democratic party,
R_1OwY8zsn5UPKJQ4,,,,5,9,8.3,,,,,,,NEW YORK,Male,,Graduate degree,"Spanish, Hispanic, or Latino",,City or urban community,,32,Republican Party,
R_tDLdCtpHy7XwD3X,,,,,,,,,,9,3,8.1,Pennsylvania,Female,,Graduate degree,White,,Rural community,,32,Democratic party,
R_2aKSwfkIxDnqigz,1,5.1,7.2,,,,,,,,,,Wisconsin,Female,,Associate degree,Black or African-American,,City or urban community,,22,Democratic party,
R_2R4aGQWSylhZQMd,,,,,,,1,3,8.1,,,,Hawaii,Male,,Graduate degree,Asian,,Rural community,,36,Democratic party,
R_2BxMoZuEVbr7NLw,,,,8,2.9,7.2,,,,,,,WA,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,56,Democratic party,
R_ZrT0vwAYFhMKrdv,1,9,1,,,,,,,,,,Maryland,Male,,Some college but no degree,White,,Rural community,,30,Republican Party,
R_3DbfsRu3u0tmZEs,,,,,,,,,,9,2.8,7.9,Georgia,Male,,Graduate degree,White,,Suburban community,,34,Independent,
R_337PIH5ENgqmphS,8,5,5,,,,,,,,,,ohio,Female,,Bachelor degree,White,,Suburban community,,29,Democratic party,
R_2vdJSzK3p1K3lw9,,,,,,,6.7,9,3.8,,,,Wisconsin,Male,,Some college but no degree,White,,City or urban community,,27,Republican Party,
R_RW5MIIprjtKg6SR,,,,1,9,3.2,,,,,,,Utah,Female,,Bachelor degree,Other (please specify):,Mixed - White and asian-american,Suburban community,,28,Democratic party,
R_2VeWPfFAUriiLfV,,,,,,,,,,9,1,4,Indiana,Male,,Some college but no degree,White,,City or urban community,,62,Republican Party,
R_29izHdOakv1ubap,,,,1.3,8,1.6,,,,,,,fl,Female,,Some college but no degree,Asian,,City or urban community,,31,Democratic party,
R_1qaFflSBz2Yi4xC,,,,,,,,,,6,2.1,8,Texas,Male,,Some college but no degree,White,,Suburban community,,42,Republican Party,
R_32PfqiWx8eSQzOb,,,,,,,1,9,9,,,,North Carolina,Female,,Some college but no degree,Black or African-American,,City or urban community,,33,Democratic party,
R_2YG2M2QSQN9xPY3,,,,,,,1.2,9,1.2,,,,California,Male,,Associate degree,Asian-American,,Suburban community,,31,Democratic party,
R_3M0xwVEZw821boq,3.7,6.2,2.9,,,,,,,,,,New Jersey,Female,,Some college but no degree,White,,Suburban community,,26,Independent,
R_vZvZ90WX5sew8h3,7,8.1,8.9,,,,,,,,,,Connecticut,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,26,Other (please specify):,none
R_2ZTDl3wEGq5Xfcl,,,,1,9,1,,,,,,,florida,Female,,Some college but no degree,White,,Suburban community,,67,Democratic party,
R_1ezogxfFmY49XX9,,,,,,,,,,9,2,1,Texas,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,45,Democratic party,
R_1Kd6vL9xrlR4oxd,,,,,,,9,1.9,4.1,,,,Missouri,Female,,Bachelor degree,White,,Suburban community,,42,Independent,
R_1lh58PQhFSjZt6Y,,,,8.2,5.3,7.2,,,,,,,Florida,Female,,Bachelor degree,White,,Suburban community,,26,Democratic party,
R_2uQinbY3mwvBC3p,8.1,6.1,3.2,,,,,,,,,,PA,Male,,Associate degree,White,,City or urban community,,27,Republican Party,
R_2TvozfwT0w0Vqiy,4.1,6.2,7.7,,,,,,,,,,Florida,Female,,Bachelor degree,Other (please specify):,italian american,City or urban community,,24,Libertarian Party,
R_3f9jUH4Ce8ZTHxv,,,,,,,,,,1,9,1,ohio,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,38,Democratic party,
R_1dht3EU0pE6fbFi,,,,,,,9,9,9,,,,Virginia,Male,,Some college but no degree,Black or African-American,,Suburban community,,50,Republican Party,
R_0quCRElMvCJQqIx,,,,9,2,8,,,,,,,Illinois,Male,,Graduate degree,White,,Suburban community,,30,Independent,
R_10YhClZLKuxAz9v,,,,,,,,,,9,1,3,Arizona,Female,,Bachelor degree,White,,Suburban community,,53,Independent,
R_1ials9WWZsz9UV6,3,5,7,,,,,,,,,,MI,Female,,Some college but no degree,White,,Rural community,,39,Democratic party,
R_0ib6rfB8lr1Ub8l,,,,9,4.7,9,,,,,,,fl,Female,,Associate degree,White,,City or urban community,,25,Democratic party,
R_2WSkuHAKiZF3LTU,,,,,,,2.4,8.1,5.2,,,,Florida,Female,,Some college but no degree,Black or African-American,,City or urban community,,23,Independent,
R_3kAlH6X4gfa6tm4,,,,,,,,,,9,2,5,Alabama,Male,,Bachelor degree,White,,City or urban community,,61,Libertarian Party,
R_BR58k1LDWVL0e1r,1,9,3,,,,,,,,,,Pennsylvania,Male,,Graduate degree,American Indian or Alaskan Native,,Suburban community,,31,Libertarian Party,
R_2CvyfLFuWMzwHWd,,,,,,,,,,8.4,5,8.3,NC,Female,,Bachelor degree,White,,City or urban community,,65,Republican Party,
R_e9yfgcVrR8LD1Rf,,,,,,,9,2.3,7.6,,,,Alabama,Male,,Associate degree,White,,City or urban community,,30,Democratic party,
R_Q4xaw2KQmxRDbA5,,,,9,1,7,,,,,,,North Carolina,Female,,Associate degree,White,,Rural community,,34,Republican Party,
R_22lFi0hzpJZXz9L,,,,,,,1,9,8.2,,,,California,Male,,Bachelor degree,White,,Rural community,,32,Independent,
R_2fvRjbgwEuLEnla,,,,5,1,9,,,,,,,Nebraska,Female,,Graduate degree,White,,Rural community,,47,Republican Party,
R_1ewpnBXqXSpjFpt,8.8,4,7.5,,,,,,,,,,Florida,Female,,Bachelor degree,White,,Suburban community,,68,Republican Party,
R_1QoOnogWDGEg59u,,,,,,,,,,1,5,3,New York,Female,,Graduate degree,White,,City or urban community,,28,Democratic party,
R_ZDfI0DpctJfFgk1,,,,,,,,,,6.3,2.9,9,Ohio,Male,,Some college but no degree,White,,Suburban community,,47,Democratic party,
R_2b3lr2YHesLafHq,,,,8.8,2.3,8.5,,,,,,,new jersey,Male,,Bachelor degree,White,,City or urban community,,39,Independent,
R_116kn9XOLxoSDnO,3.8,7.1,4.1,,,,,,,,,,Texas,Female,,Graduate degree,White,,Suburban community,,36,Republican Party,
R_25HeLOh753ltTdT,,,,,,,5,8,9,,,,WA,Female,,Graduate degree,White,,City or urban community,,27,Democratic party,
R_3qJQr83G0i8Bl1K,2.9,9,4,,,,,,,,,,Missouri,Male,,Some college but no degree,White,,City or urban community,,49,Democratic party,
R_tMLeUfwo3QmN117,,,,,,,9,4,1,,,,WA,Female,,Some college but no degree,White,,Rural community,,60,Democratic party,
R_3IZfrbF6hKLYkWK,,,,,,,,,,1,9,1,ohio,Female,,Associate degree,Black or African-American,,City or urban community,,38,Independent,
R_3mZWfeyM4ld7MhH,,,,6.2,1.8,8.8,,,,,,,Florida,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,38,Democratic party,
R_1q8kn1o8E98M6LH,,,,9,9,1,,,,,,,Florida,Male,,Associate degree,"Spanish, Hispanic, or Latino",,Suburban community,,28,Independent,
R_1C7kmwwxWhhG0c5,,,,,,,,,,9,2,3,New Jersey,Female,,Some college but no degree,White,,Suburban community,,43,Democratic party,
R_2c2vDLnR04WPu2d,4.4,5.5,5.9,,,,,,,,,,Michigan,Female,,Bachelor degree,White,,Suburban community,,64,Democratic party,
R_3rZcL01rRecGwjJ,,,,,,,1,9,8.1,,,,California,Male,,Some college but no degree,White,,City or urban community,,29,Independent,
R_2Eue1LZA1luLwN6,,,,,,,,,,7.2,4,9,Illinois,Female,,Some college but no degree,"White,Black or African-American",,Suburban community,,28,Democratic party,
R_Ptux2RuWg4xdZdv,1,9,6.2,,,,,,,,,,California,Male,,Some college but no degree,Native Hawaiian or other Pacific Islander,,Suburban community,,22,Democratic party,
R_2PbQfsfi5NQQacV,,,,,,,1,5.1,5,,,,missouri,Female,,Some college but no degree,White,,Suburban community,,19,Democratic party,
R_2E5gXF9AqM0LcDS,,,,1,1,1,,,,,,,ohio,Female,,Associate degree,Black or African-American,,City or urban community,,49,Democratic party,
R_z6C9MRXOYgOIJNf,,,,1,5,2.8,,,,,,,Texas,Female,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,40,Republican Party,
R_9YLf3K1PU2i0zXH,5.1,7.1,1,,,,,,,,,,Michigan,Female,,Associate degree,White,,Suburban community,,45,Democratic party,
R_2cnI3yqjiCHH30z,,,,,,,9,9,9,,,,Hawaii,Female,,Bachelor degree,White,,City or urban community,,30,Independent,
R_25SgjJW9lxdbcEO,,,,,,,,,,1,5,1,NJ,Female,,Bachelor degree,White,,Suburban community,,32,Democratic party,
R_1LvfCBpqEuzjGed,,,,,,,,,,9,1,5,Wisconsin,Female,,Associate degree,White,,Suburban community,,34,Republican Party,
R_3De7LCjTOg72NGh,,,,9,6,7,,,,,,,Idaho,Female,,Bachelor degree,White,,City or urban community,,26,Independent,
R_2wbHKzDFDTYv5KS,8.4,3.1,7.2,,,,,,,,,,NV,Female,,Bachelor degree,White,,City or urban community,,63,Independent,
R_1r8iJEq9jGsI7Tq,,,,,,,1,9,1,,,,co,Female,,Bachelor degree,White,,Suburban community,,32,Democratic party,
R_1q38GaN9OaFqnzv,,,,,,,7.3,3.9,8,,,,Illinois,Female,,Graduate degree,White,,City or urban community,,45,Democratic party,
R_3qkRBH3T0oyTqiQ,,,,9,3.4,8.5,,,,,,,AZ,Female,,Some college but no degree,White,,Suburban community,,29,Democratic party,
R_3Ryj0eLbW31OEeD,,,,,,,,,,1.2,3.5,1.1,NC,Female,,Bachelor degree,Black or African-American,,Suburban community,,62,Democratic party,
R_125a8wGhgrasdCR,7.9,2.2,9,,,,,,,,,,New Jersey,Male,,Graduate degree,White,,Suburban community,,29,Independent,
R_O9mkPuKFV0TdBRL,8.1,7.1,5.8,,,,,,,,,,Georgia,Female,,"High school degree or equivalent (e.g., GED)","White,Black or African-American",,Suburban community,,19,Independent,
R_1nUd7LjsditnqsZ,,,,2,3.5,8.3,,,,,,,nevada,Male,,Bachelor degree,White,,Suburban community,,34,Democratic party,
R_BXl2c9OFo36qBO1,,,,,,,1,9,3.9,,,,Louisiana,Male,,Some college but no degree,White,,Rural community,,33,Independent,
R_2c7N4TP7fM4sQFU,,,,,,,,,,5,3,8,Texas,Male,,Bachelor degree,White,,Suburban community,,46,Democratic party,
R_2AYHcC1xro1ToJz,8,2.6,9,,,,,,,,,,Pennsylvania,Female,,Some college but no degree,White,,Suburban community,,20,Democratic party,
R_1lfVcPCtm7vvo3y,,,,8.5,4.5,7,,,,,,,Florida,Male,,Associate degree,White,,Suburban community,,52,Democratic party,
R_3qVaBXmDsJHTqJd,,,,,,,,,,8,3,9,Georgia,Female,,Some college but no degree,Other (please specify):,Multiracial,Suburban community,,21,Democratic party,
R_3e3KtedJu0JreIx,,,,,,,,,,8.8,6,7.7,Louisiana,Female,,Some college but no degree,White,,Suburban community,,20,Republican Party,
R_UomNTdcSfI9jq7f,,,,,,,1,8.2,9,,,,Georgia,Female,,Bachelor degree,Other (please specify):,mixed race,City or urban community,,24,Independent,
R_31pATXJwXtxV5hk,,,,6,5,7,,,,,,,VIRGINIA,Male,,Associate degree,White,,Rural community,,46,Republican Party,
R_31o2d2KOlhVwbIX,1,9,1,,,,,,,,,,Ohio,Female,,Bachelor degree,White,,Rural community,,47,Independent,
R_3MMAwF7yRhVgEna,,,,,,,1,7.1,7.3,,,,michigan,Female,,Graduate degree,White,,Suburban community,,52,Democratic party,
R_SGDwwleKX07Edhv,,,,,,,9,9,9,,,,California,Male,,Bachelor degree,Asian,,City or urban community,,30,Democratic party,
R_1KoRUwL3Mldx7XB,2.9,3.6,9,,,,,,,,,,Colorado,Female,,Associate degree,Other (please specify):,biracial,City or urban community,,27,Independent,
R_3OkWKYoaQPX1W56,,,,,,,,,,6.3,7.3,7.7,California,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,22,Independent,
R_2ztJ9w4Mn7cXiuF,,,,2.8,8.4,3.4,,,,,,,texas,Male,,Graduate degree,White,,Rural community,,39,Republican Party,
R_265CFLbvhSkB4Ix,2.4,3.8,9,,,,,,,,,,VA,Female,,Bachelor degree,White,,Suburban community,,24,Democratic party,
R_30vI2doOWBcEcJw,,,,5,9,7.1,,,,,,,Kentucky,Female,,Graduate degree,White,,Suburban community,,30,Independent,
R_ZaTVIyb2581dglz,,,,,,,1,5.1,6.6,,,,wv,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,29,Democratic party,
R_ZgY5AxIuFUoOoV3,,,,,,,,,,8,3,3,Florida,Female,,Some college but no degree,White,,Suburban community,,68,Independent,
R_RlEm5VODoM8w09P,1.9,9,6,,,,,,,,,,Pennsylvania,Female,,Bachelor degree,White,,Suburban community,,28,Democratic party,
R_3qVfAFlCQTH3owx,,,,6.1,5.9,6.9,,,,,,,,,,Associate degree,"White,Black or African-American",,Suburban community,,27,Libertarian Party,
R_u9TdFmtSxi5Pe1P,,,,,,,4,9,8,,,,Michigan,Male,,Graduate degree,White,,Suburban community,,60,Republican Party,
R_ewKmNYSkWptyX6B,,,,,,,,,,1,9,1,PENNSYLVANIA,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,40,Republican Party,
R_2R236hFA3vY4tPD,,,,,,,1,9,7,,,,Georgia,Female,,Some college but no degree,White,,Rural community,,51,Republican Party,
R_oYq68NLQQxHn7H3,,,,8,2,8.5,,,,,,,PA,Male,,Bachelor degree,White,,Suburban community,,27,Democratic party,
R_3fVhYQtWxhfE384,8,3,7,,,,,,,,,,NC,Male,,Graduate degree,White,,Rural community,,50,Democratic party,
R_2CUgA2McbMHWjUO,,,,,,,,,,7.5,5.9,8.9,South Carolina,Male,,Bachelor degree,White,,Suburban community,,26,Republican Party,
R_1JPlW32jnxFvMTD,,,,3.1,7.9,3.1,,,,,,,TX,Male,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,Suburban community,,31,Independent,
R_2UbUNUF8LuPy6vC,,,,,,,,,,8.7,4.9,1.6,usa,Female,,Some college but no degree,White,,Rural community,,48,Democratic party,
R_yVjUeY7bwOgtaEN,1,9,3.8,,,,,,,,,,CA,Male,,Associate degree,"Spanish, Hispanic, or Latino",,City or urban community,,25,Democratic party,
R_1kZdseOdpSRGOl2,,,,,,,,,,7.8,5.4,5.1,Delaware,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,68,Democratic party,
R_t0cj1Yd81MtpDTH,,,,,,,1,9,1,,,,TEXAS,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,71,Independent,
R_1dM2tJz4cfNmGFt,,,,5.1,1.9,5.1,,,,,,,california,Male,,Graduate degree,White,,Suburban community,,60,Independent,
R_1lnMslTmDh8e65A,,,,,,,3,9,9,,,,Ohio,Female,,Associate degree,White,,City or urban community,,29,Independent,
R_2ZQg22aiDy9ct46,1,5.2,6.9,,,,,,,,,,Illinois,Female,,Some college but no degree,White,,City or urban community,,74,Republican Party,
R_3PAdIYQwubGtDmN,,,,1,1.1,5.1,,,,,,,CA,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,33,Democratic party,
R_3QQNfCgs9bzuHJK,1,6,1,,,,,,,,,,Florida,Female,,Associate degree,Black or African-American,,City or urban community,,57,Republican Party,
R_12thcQylZ8LjwsJ,,,,,,,,,,1,9,7.2,Vt,Female,,Bachelor degree,White,,Suburban community,,30,Democratic party,
R_a4dJXyLTeEt17Hj,,,,,,,6.3,3.9,6.8,,,,California,Male,,Bachelor degree,White,,City or urban community,,24,Democratic party,
R_Cmo3R5qM0ucLLO1,,,,9,8.1,9,,,,,,,California,Female,,Bachelor degree,Asian,,Suburban community,,40,Democratic party,
